Price,Close,High,Low,Open,Volume
Ticker,^HSI,^HSI,^HSI,^HSI,^HSI
Date,,,,,
2015-04-10,27272.390625,27373.6796875,26812.75,27373.6796875,3341162700
2015-04-13,28016.33984375,28031.9609375,27304.119140625,27374.330078125,4727115800
2015-04-14,27561.490234375,27915.009765625,27483.44921875,27688.259765625,3774122300
2015-04-15,27618.8203125,27807.98046875,27442.51953125,27693.25,3926508000
2015-04-16,27739.7109375,27787.98046875,27470.099609375,27557.2890625,3269721300
2015-04-17,27653.119140625,27969.41015625,27597.6796875,27808.240234375,3105824800
2015-04-20,27094.9296875,27770.7890625,26959.76953125,27770.7890625,3375883900
2015-04-21,27850.490234375,27925.359375,27404.150390625,27404.150390625,2737826700
2015-04-22,27933.849609375,28048.4609375,27727.859375,27821.3203125,2367949700
2015-04-23,27827.69921875,28213.630859375,27804.029296875,28112.380859375,2442203700
2015-04-24,28060.98046875,28089.369140625,27591.5703125,27978.390625,2414041400
2015-04-27,28433.58984375,28588.51953125,28245.140625,28245.140625,2790074700
2015-04-28,28442.75,28548.44921875,28251.990234375,28448.220703125,3045477300
2015-04-29,28400.33984375,28453.099609375,28201.759765625,28453.099609375,2094900900
2015-04-30,28133.0,28317.869140625,27997.900390625,28289.140625,2561272000
2015-05-04,28123.8203125,28343.740234375,28017.19921875,28231.259765625,1999728900
2015-05-05,27755.5390625,28316.630859375,27598.169921875,28295.720703125,2292680300
2015-05-06,27640.91015625,28054.6796875,27570.41015625,27698.099609375,2265508000
2015-05-07,27289.970703125,27604.490234375,27207.279296875,27567.619140625,1894753100
2015-05-08,27577.33984375,27652.619140625,27367.109375,27557.51953125,1817614400
2015-05-11,27718.19921875,27837.279296875,27582.23046875,27837.0390625,1540963800
2015-05-12,27407.1796875,27693.630859375,27395.91015625,27664.1796875,1530000900
2015-05-13,27249.279296875,27524.8203125,27191.029296875,27473.5,2088818800
2015-05-14,27286.55078125,27397.669921875,27192.9296875,27395.919921875,1522212900
2015-05-15,27822.279296875,27928.599609375,27315.099609375,27459.580078125,1754137700
2015-05-18,27591.25,27792.439453125,27435.5703125,27792.439453125,1378791400
2015-05-19,27693.5390625,27765.55078125,27500.759765625,27597.0703125,1559455500
2015-05-20,27585.05078125,27751.439453125,27490.330078125,27751.439453125,1470372800
2015-05-21,27523.720703125,27611.720703125,27393.310546875,27507.3203125,1221508500
2015-05-22,27992.830078125,28041.3203125,27696.970703125,27723.669921875,1899363800
2015-05-26,28249.859375,28524.599609375,28237.490234375,28462.3203125,2672054500
2015-05-27,28081.2109375,28214.66015625,27982.140625,28214.66015625,1863591500
2015-05-28,27454.310546875,28162.25,27242.109375,28162.25,3066678800
2015-05-29,27424.189453125,27604.26953125,27255.890625,27398.279296875,3050185700
2015-06-01,27597.16015625,27766.3203125,27241.94921875,27373.060546875,1972936000
2015-06-02,27466.720703125,27602.880859375,27348.130859375,27473.44921875,1502001000
2015-06-03,27657.470703125,27767.23046875,27508.83984375,27716.33984375,1735744700
2015-06-04,27551.890625,27854.740234375,27094.5,27645.359375,3066127000
2015-06-05,27260.16015625,27646.720703125,27211.359375,27538.060546875,2228885200
2015-06-08,27316.279296875,27428.58984375,27060.240234375,27147.240234375,2391660200
2015-06-09,26989.51953125,27322.140625,26971.5703125,27295.880859375,2384116300
2015-06-10,26687.640625,27116.919921875,26573.9609375,27052.7890625,1977373500
2015-06-11,26907.849609375,26991.509765625,26839.4296875,26938.150390625,1670581300
2015-06-12,27280.5390625,27356.509765625,26987.51953125,27082.599609375,1734157900
2015-06-15,26861.810546875,27131.359375,26841.51953125,27095.1796875,1324712200
2015-06-16,26566.69921875,26892.880859375,26553.0390625,26807.669921875,1761927200
2015-06-17,26753.7890625,26880.7890625,26555.9609375,26671.19921875,1819404400
2015-06-18,26694.66015625,26873.669921875,26595.9609375,26786.529296875,1469953200
2015-06-19,26760.529296875,27011.94921875,26701.720703125,26885.73046875,2497578900
2015-06-22,27080.849609375,27166.51953125,26811.66015625,26854.3203125,1429174800
2015-06-23,27333.4609375,27406.41015625,27008.509765625,27126.470703125,2138105800
2015-06-24,27404.970703125,27470.5,27292.849609375,27397.369140625,1659067500
2015-06-25,27145.75,27350.490234375,27120.720703125,27329.169921875,1908078300
2015-06-26,26663.869140625,27016.08984375,26522.44921875,27016.08984375,2473398200
2015-06-29,25966.98046875,26631.509765625,25617.779296875,26560.130859375,3023218900
2015-06-30,26250.029296875,26470.439453125,25885.66015625,25944.029296875,2480821500
2015-07-02,26282.3203125,26459.4296875,26135.619140625,26459.4296875,2185444300
2015-07-03,26064.109375,26402.849609375,25933.119140625,26349.83984375,1888925900
2015-07-06,25236.279296875,26261.529296875,24750.310546875,26083.990234375,3514118700
2015-07-07,24975.310546875,25439.33984375,24819.259765625,25391.759765625,3020385200
2015-07-08,23516.560546875,24411.30078125,22836.8203125,24411.30078125,5441410900
2015-07-09,24392.7890625,24695.75,23332.900390625,23435.5,4266946400
2015-07-10,24901.279296875,25015.169921875,24567.919921875,24567.919921875,3230873300
2015-07-13,25224.009765625,25275.759765625,24596.439453125,24709.580078125,2124810600
2015-07-14,25120.91015625,25250.94921875,24906.470703125,25184.060546875,2129805300
2015-07-15,25055.759765625,25219.44921875,24862.650390625,25219.44921875,1603476600
2015-07-16,25162.779296875,25170.349609375,24841.140625,24976.080078125,1386159700
2015-07-17,25415.26953125,25517.44921875,25183.859375,25246.640625,1279509000
2015-07-20,25404.810546875,25540.310546875,25298.9609375,25540.310546875,1088244600
2015-07-21,25536.4296875,25634.3203125,25342.689453125,25428.880859375,1125389100
2015-07-22,25282.619140625,25401.7890625,25177.599609375,25401.7890625,1298894500
2015-07-23,25398.849609375,25500.990234375,25250.359375,25308.55078125,1130615300
2015-07-24,25128.509765625,25279.94921875,25073.19921875,25279.94921875,1134624200
2015-07-27,24351.9609375,24908.580078125,24282.2109375,24906.779296875,2317678800
2015-07-28,24503.939453125,24947.349609375,24140.619140625,24269.900390625,2134225400
2015-07-29,24619.44921875,24718.640625,24444.470703125,24630.439453125,1350559500
2015-07-30,24497.98046875,24872.69921875,24478.0703125,24822.419921875,1488228200
2015-07-31,24636.279296875,24661.189453125,24467.830078125,24650.9296875,1363737600
2015-08-03,24411.419921875,24533.140625,24232.599609375,24533.140625,1466970000
2015-08-04,24406.119140625,24519.349609375,24217.779296875,24364.41015625,1225548200
2015-08-05,24514.16015625,24582.189453125,24420.94921875,24466.30078125,1105419800
2015-08-06,24375.279296875,24527.740234375,24320.75,24527.740234375,977477100
2015-08-07,24552.470703125,24641.9296875,24327.560546875,24327.560546875,1106892000
2015-08-10,24521.119140625,24602.669921875,24135.640625,24433.66015625,1211647200
2015-08-11,24498.2109375,24924.0703125,24420.7109375,24694.779296875,1608447800
2015-08-12,23916.01953125,24324.189453125,23826.9609375,24269.109375,1851647500
2015-08-13,24018.80078125,24133.869140625,23860.8203125,23935.48046875,1716745000
2015-08-14,23991.029296875,24126.30078125,23957.359375,24055.01953125,1198083100
2015-08-17,23814.650390625,23950.5703125,23699.83984375,23945.599609375,1197838600
2015-08-18,23474.970703125,24024.369140625,23464.349609375,23956.859375,1454347800
2015-08-19,23167.849609375,23586.7890625,23138.73046875,23555.01953125,1914775100
2015-08-20,22757.470703125,23033.970703125,22610.529296875,22973.869140625,2339044200
2015-08-21,22409.619140625,22492.7890625,22185.849609375,22343.25,2490613900
2015-08-24,21251.5703125,21679.44921875,21136.48046875,21605.970703125,3579922600
2015-08-25,21404.9609375,21871.400390625,20865.259765625,21119.529296875,3588835100
2015-08-26,21080.390625,21686.44921875,21060.08984375,21434.25,2956076900
2015-08-27,21838.5390625,21963.4296875,21407.58984375,21758.619140625,3192968200
2015-08-28,21612.390625,22424.400390625,21585.330078125,22424.400390625,3009422400
2015-08-31,21670.580078125,21793.01953125,21399.619140625,21793.01953125,2686630600
2015-09-01,21185.4296875,21692.779296875,21170.859375,21692.779296875,2155988500
2015-09-02,20934.939453125,21288.529296875,20771.76953125,21101.419921875,2512620100
2015-09-04,20840.609375,21174.859375,20715.01953125,21158.9296875,2120922200
2015-09-07,20583.51953125,21056.390625,20579.9296875,20683.310546875,1656172300
2015-09-08,21259.0390625,21431.990234375,20524.880859375,20636.830078125,2266169400
2015-09-09,22131.310546875,22228.58984375,21529.810546875,21632.689453125,2945626500
2015-09-10,21562.5,21771.5703125,21492.08984375,21667.859375,2092595900
2015-09-11,21504.369140625,21909.8203125,21472.16015625,21710.130859375,2371639300
2015-09-14,21561.900390625,21762.150390625,21441.7109375,21678.880859375,1472113700
2015-09-15,21455.23046875,21634.48046875,21411.169921875,21527.529296875,1352205800
2015-09-16,21966.66015625,22103.060546875,21608.5,21731.33984375,2077633300
2015-09-17,21854.630859375,22203.359375,21718.7109375,22172.6796875,2118628500
2015-09-18,21920.830078125,22052.109375,21807.25,21807.25,2054752700
2015-09-21,21756.9296875,21778.060546875,21590.69921875,21614.4296875,1372777800
2015-09-22,21796.580078125,22111.669921875,21768.98046875,21794.33984375,1438158500
2015-09-23,21302.91015625,21577.44921875,21008.609375,21529.470703125,2304513300
2015-09-24,21095.98046875,21363.2109375,21053.5,21304.900390625,1596740300
2015-09-25,21186.3203125,21318.330078125,20957.990234375,21070.390625,1728956700
2015-09-29,20556.599609375,20579.220703125,20368.119140625,20579.220703125,2536957700
2015-09-30,20846.30078125,20939.390625,20683.109375,20795.9296875,2134506700
2015-10-02,21506.08984375,21530.80078125,21130.109375,21172.939453125,2161215700
2015-10-05,21854.5,21980.83984375,21739.900390625,21930.970703125,1468789300
2015-10-06,21831.619140625,22169.099609375,21719.2890625,22169.099609375,1622570500
2015-10-07,22515.759765625,22527.7890625,21817.419921875,21884.73046875,2932824400
2015-10-08,22354.91015625,22588.689453125,22201.109375,22588.689453125,1931209500
2015-10-09,22458.80078125,22807.859375,22440.880859375,22615.939453125,2403310800
2015-10-12,22730.9296875,22779.5,22562.259765625,22614.330078125,1871862800
2015-10-13,22600.4609375,22798.900390625,22515.73046875,22677.599609375,1710895100
2015-10-14,22439.91015625,22576.5,22356.560546875,22398.8203125,1352740800
2015-10-15,22888.169921875,22940.25,22567.650390625,22667.419921875,1920825800
2015-10-16,23067.369140625,23178.140625,22953.560546875,23133.58984375,1922580500
2015-10-19,23075.609375,23100.66015625,22913.599609375,23085.609375,1259219800
2015-10-20,22989.220703125,23057.9296875,22843.0390625,22991.599609375,1217365400
2015-10-22,22845.369140625,22869.58984375,22727.58984375,22795.580078125,1374140600
2015-10-23,23151.939453125,23220.380859375,23088.029296875,23220.380859375,1495348200
2015-10-26,23116.25,23423.640625,23066.939453125,23423.640625,1465182800
2015-10-27,23142.73046875,23143.880859375,22885.220703125,23053.119140625,1532532100
2015-10-28,22956.5703125,23120.25,22923.66015625,23070.69921875,1377130700
2015-10-29,22819.939453125,23054.529296875,22811.3203125,23054.529296875,1759025000
2015-10-30,22640.0390625,22847.16015625,22612.560546875,22785.859375,1537138400
2015-11-02,22370.0390625,22605.80078125,22332.7109375,22502.279296875,1688748100
2015-11-03,22568.4296875,22697.0,22560.169921875,22603.150390625,1469567800
2015-11-04,23053.5703125,23342.0703125,22737.439453125,22737.439453125,2604074100
2015-11-05,23051.0390625,23180.26953125,22960.619140625,23045.099609375,1502715700
2015-11-06,22867.330078125,22922.7890625,22791.91015625,22914.19921875,1394990300
2015-11-09,22726.76953125,22970.830078125,22689.259765625,22753.509765625,1544945200
2015-11-10,22401.69921875,22534.919921875,22339.689453125,22505.69921875,1796811200
2015-11-11,22352.169921875,22479.4609375,22324.41015625,22394.150390625,1419265500
2015-11-12,22888.919921875,22980.970703125,22454.9609375,22477.599609375,1844259100
2015-11-13,22396.140625,22519.330078125,22318.619140625,22494.08984375,2002495500
2015-11-16,22010.8203125,22127.380859375,21958.279296875,21958.279296875,1816444100
2015-11-17,22264.25,22497.330078125,22243.9609375,22315.1796875,1627705000
2015-11-18,22188.259765625,22349.73046875,22163.279296875,22331.76953125,1211467800
2015-11-19,22500.220703125,22559.060546875,22416.0,22423.880859375,1381484300
2015-11-20,22754.720703125,22790.0703125,22412.029296875,22510.44921875,1230928400
2015-11-23,22665.900390625,22802.7109375,22619.6796875,22760.05078125,1075994800
2015-11-24,22587.630859375,22629.75,22433.509765625,22593.08984375,1194757000
2015-11-25,22498.0,22617.2109375,22436.009765625,22533.529296875,1513214100
2015-11-26,22488.939453125,22787.5,22453.689453125,22749.599609375,1128427600
2015-11-27,22068.3203125,22555.419921875,22051.009765625,22555.419921875,2107988400
2015-11-30,21996.419921875,22195.25,21907.349609375,21974.810546875,2928378600
2015-12-01,22381.349609375,22477.509765625,22143.5703125,22197.810546875,1984283400
2015-12-02,22479.689453125,22563.470703125,22368.66015625,22471.349609375,1671129200
2015-12-03,22417.009765625,22485.25,22327.0390625,22327.0390625,1271068600
2015-12-04,22235.890625,22242.490234375,22108.4609375,22142.109375,1607921200
2015-12-07,22203.220703125,22352.25,22200.55078125,22336.3203125,1290311100
2015-12-08,21905.130859375,22058.55078125,21765.619140625,22058.55078125,1812299200
2015-12-09,21803.759765625,21872.330078125,21755.689453125,21773.76953125,1365939700
2015-12-10,21704.609375,21880.189453125,21668.119140625,21714.23046875,1589431100
2015-12-11,21464.05078125,21731.390625,21440.69921875,21719.169921875,1399114000
2015-12-14,21309.849609375,21378.189453125,21010.259765625,21063.279296875,1716020200
2015-12-15,21274.369140625,21442.2109375,21215.5390625,21215.5390625,1575316200
2015-12-16,21701.2109375,21772.7890625,21557.73046875,21557.73046875,1645623800
2015-12-17,21872.060546875,22005.189453125,21763.759765625,21841.08984375,1604958700
2015-12-18,21755.560546875,21956.490234375,21625.8203125,21656.560546875,1774171000
2015-12-21,21791.6796875,21871.220703125,21641.169921875,21641.169921875,1302760700
2015-12-22,21830.01953125,21870.310546875,21750.740234375,21846.900390625,916724900
2015-12-23,22040.58984375,22103.630859375,21846.48046875,21869.400390625,1053086500
2015-12-24,22138.130859375,22217.44921875,22128.720703125,22207.8203125,712784400
2015-12-28,21919.619140625,22151.73046875,21880.509765625,22151.73046875,874126000
2015-12-29,21999.619140625,22024.279296875,21881.7109375,21923.26953125,766776200
2015-12-30,21882.150390625,22114.560546875,21868.029296875,22094.58984375,1058882700
2015-12-31,21914.400390625,21970.330078125,21864.119140625,21892.25,510189800
2016-01-04,21327.119140625,21794.83984375,21227.609375,21782.619140625,1712094800
2016-01-05,21188.720703125,21452.740234375,21095.900390625,21318.689453125,1484745100
2016-01-06,20980.810546875,21199.619140625,20947.30078125,21142.630859375,1651083400
2016-01-07,20333.33984375,20826.439453125,20323.970703125,20772.599609375,2982003800
2016-01-08,20453.7109375,20596.419921875,20324.619140625,20491.880859375,2078133200
2016-01-11,19888.5,20068.779296875,19865.1796875,19997.419921875,2127840400
2016-01-12,19711.759765625,20130.80078125,19694.990234375,20030.029296875,1834357100
2016-01-13,19934.880859375,20234.779296875,19850.73046875,20028.859375,1787070400
2016-01-14,19817.41015625,19893.880859375,19509.080078125,19578.919921875,1783215300
2016-01-15,19520.76953125,19828.9296875,19500.380859375,19781.4609375,1932607600
2016-01-18,19237.44921875,19439.490234375,19195.560546875,19287.380859375,2038630500
2016-01-19,19635.810546875,19647.75,19204.220703125,19283.5703125,1825359900
2016-01-20,18886.30078125,19332.220703125,18833.880859375,19332.220703125,2459536700
2016-01-21,18542.150390625,19238.26953125,18534.30078125,19079.130859375,2608444800
2016-01-22,19080.509765625,19152.80078125,18769.609375,19000.7890625,2388446600
2016-01-25,19340.140625,19490.26953125,19291.91015625,19341.41015625,1776766600
2016-01-26,18860.80078125,19098.0703125,18811.830078125,19068.83984375,1873245100
2016-01-27,19052.44921875,19216.990234375,18931.33984375,19211.859375,1929850700
2016-01-28,19195.830078125,19223.58984375,18982.220703125,19093.76953125,1941781800
2016-01-29,19683.109375,19709.990234375,19130.58984375,19138.419921875,2350176600
2016-02-01,19595.5,19770.9609375,19444.259765625,19770.9609375,1596458400
2016-02-02,19446.83984375,19628.5703125,19403.490234375,19474.869140625,1783516300
2016-02-03,18991.58984375,19032.7109375,18764.8203125,18910.880859375,2126513100
2016-02-04,19183.08984375,19338.369140625,19166.1796875,19190.359375,1556986500
2016-02-05,19288.169921875,19397.880859375,19230.0,19287.359375,1264808100
2016-02-11,18545.80078125,18627.509765625,18446.560546875,18486.9296875,1868442400
2016-02-12,18319.580078125,18482.330078125,18278.80078125,18278.80078125,2019813200
2016-02-15,18918.140625,18937.060546875,18668.869140625,18668.869140625,1729340100
2016-02-16,19122.080078125,19260.669921875,18974.599609375,19013.740234375,1869161100
2016-02-17,18924.5703125,19308.5390625,18909.060546875,19198.1796875,1689473500
2016-02-18,19363.080078125,19436.390625,19266.220703125,19409.2109375,1843924000
2016-02-19,19285.5,19342.029296875,19210.650390625,19238.4296875,1268689800
2016-02-22,19464.08984375,19524.970703125,19374.240234375,19374.240234375,1207462000
2016-02-23,19414.779296875,19519.849609375,19328.259765625,19506.939453125,1225027600
2016-02-24,19192.44921875,19360.80078125,19060.16015625,19282.33984375,1302717300
2016-02-25,18888.75,19215.490234375,18867.69921875,19215.490234375,1395869600
2016-02-26,19364.150390625,19436.7109375,19122.560546875,19179.94921875,1633549100
2016-02-29,19111.9296875,19377.720703125,19053.779296875,19366.169921875,1270443900
2016-03-01,19407.4609375,19420.0,19108.30078125,19259.990234375,1473881700
2016-03-02,20003.490234375,20058.119140625,19783.919921875,19788.169921875,2455833600
2016-03-03,19941.759765625,20082.009765625,19791.599609375,20082.009765625,1761676100
2016-03-04,20176.69921875,20200.380859375,19977.4296875,20052.099609375,1907805100
2016-03-07,20159.720703125,20331.689453125,20095.630859375,20306.08984375,1930240900
2016-03-08,20011.580078125,20137.73046875,19902.75,20132.099609375,1449306300
2016-03-09,19996.259765625,20005.41015625,19818.419921875,19898.740234375,1202836200
2016-03-10,19984.419921875,20184.23046875,19923.5390625,20055.419921875,1384555000
2016-03-11,20199.599609375,20238.720703125,19853.630859375,19900.669921875,1970725700
2016-03-14,20435.33984375,20512.029296875,20328.880859375,20371.58984375,1722861700
2016-03-15,20288.76953125,20366.560546875,20254.58984375,20298.150390625,1193143900
2016-03-16,20257.69921875,20383.19921875,20168.740234375,20339.900390625,1213704800
2016-03-17,20503.810546875,20619.33984375,20435.650390625,20580.060546875,1696007800
2016-03-18,20671.630859375,20687.970703125,20514.970703125,20599.189453125,2091585400
2016-03-21,20684.150390625,20772.4609375,20618.560546875,20738.25,1520109900
2016-03-22,20666.75,20765.0703125,20576.80078125,20765.0703125,1303372700
2016-03-23,20615.23046875,20693.48046875,20513.609375,20629.400390625,1185399100
2016-03-24,20345.609375,20499.400390625,20268.529296875,20450.689453125,1460918200
2016-03-29,20366.30078125,20386.3203125,20250.150390625,20386.3203125,1303869800
2016-03-30,20803.390625,20820.73046875,20541.0703125,20545.439453125,2058668600
2016-03-31,20776.69921875,20872.55078125,20689.220703125,20811.4609375,1781006800
2016-04-01,20498.919921875,20786.1796875,20455.41015625,20786.1796875,1633594800
2016-04-05,20177.0,20311.859375,20116.869140625,20311.859375,1876707600
2016-04-06,20206.669921875,20249.83984375,20100.0,20100.0,1338272400
2016-04-07,20266.05078125,20370.51953125,20165.759765625,20297.8203125,1493940300
2016-04-08,20370.400390625,20370.439453125,20045.470703125,20061.599609375,1435612200
2016-04-11,20440.810546875,20550.94921875,20240.689453125,20255.83984375,1234203400
2016-04-12,20504.439453125,20546.4296875,20407.8203125,20440.720703125,997121600
2016-04-13,21158.7109375,21171.2890625,20716.91015625,20739.33984375,2500342000
2016-04-14,21337.810546875,21511.080078125,21266.2109375,21456.609375,2054279800
2016-04-15,21316.470703125,21423.060546875,21234.119140625,21374.650390625,1413648900
2016-04-18,21161.5,21172.0,21002.76953125,21129.6796875,1426843200
2016-04-19,21436.2109375,21459.0390625,21259.169921875,21438.130859375,1462091100
2016-04-20,21236.310546875,21452.8203125,21103.33984375,21452.8203125,1716745500
2016-04-21,21622.25,21634.740234375,21331.58984375,21406.400390625,1709117500
2016-04-22,21467.0390625,21495.7890625,21358.529296875,21448.150390625,1282700700
2016-04-25,21304.439453125,21430.5703125,21254.4609375,21408.560546875,1199972500
2016-04-26,21407.26953125,21419.919921875,21080.880859375,21380.01953125,1346786700
2016-04-27,21361.599609375,21442.509765625,21277.0390625,21372.330078125,1247249600
2016-04-28,21388.029296875,21654.0703125,21255.419921875,21488.9609375,1684154400
2016-04-29,21067.05078125,21235.390625,21023.76953125,21215.19921875,1603138400
2016-05-03,20676.939453125,21061.76953125,20668.369140625,21061.76953125,1707676300
2016-05-04,20525.830078125,20580.380859375,20411.41015625,20556.5,1555895400
2016-05-05,20449.8203125,20534.759765625,20342.75,20363.859375,1354977100
2016-05-06,20109.869140625,20377.939453125,20058.76953125,20357.44921875,1725801800
2016-05-09,20156.810546875,20303.189453125,20125.779296875,20279.900390625,1323285400
2016-05-10,20242.6796875,20294.4609375,19962.4296875,19962.4296875,1446925800
2016-05-11,20055.2890625,20347.759765625,20008.919921875,20347.759765625,1337926500
2016-05-12,19915.4609375,20100.5,19863.619140625,20100.5,1150409200
2016-05-13,19719.2890625,19881.91015625,19594.609375,19843.490234375,1758498600
2016-05-16,19883.94921875,19998.759765625,19705.91015625,19711.76953125,1486067400
2016-05-17,20118.80078125,20145.76953125,19847.69921875,19987.240234375,1568659300
2016-05-18,19826.41015625,19923.830078125,19749.2890625,19862.419921875,1351584400
2016-05-19,19694.330078125,19793.4609375,19646.349609375,19729.630859375,1148089000
2016-05-20,19852.19921875,19954.330078125,19631.7109375,19631.7109375,1247729300
2016-05-23,19809.029296875,19955.029296875,19750.619140625,19788.130859375,1086593700
2016-05-24,19830.4296875,19870.16015625,19712.669921875,19828.01953125,1174095900
2016-05-25,20368.05078125,20379.66015625,20156.759765625,20156.759765625,2040761100
2016-05-26,20397.109375,20404.73046875,20249.9609375,20373.48046875,1347013200
2016-05-27,20576.76953125,20620.150390625,20290.83984375,20425.0,1611353900
2016-05-30,20629.390625,20765.609375,20465.83984375,20523.669921875,1793022100
2016-05-31,20815.08984375,20974.7109375,20617.330078125,20617.330078125,3129577700
2016-06-01,20760.98046875,20898.44921875,20713.2890625,20726.529296875,1422260700
2016-06-02,20859.220703125,20878.2109375,20680.650390625,20769.810546875,1988238300
2016-06-03,20947.240234375,21049.19921875,20887.7890625,20956.080078125,1869294300
2016-06-06,21030.220703125,21039.869140625,20840.94921875,20971.130859375,1431229200
2016-06-07,21328.240234375,21351.330078125,21153.6796875,21218.9609375,1820198000
2016-06-08,21297.880859375,21352.369140625,21179.94921875,21294.26953125,1506480000
